rebalance_date,strategy,enb
2025-08-10,hybrid_loose_crypto,4.798393257379496
2025-08-10,hybrid_ruonia_capped_base,2.3999074298263268
2025-08-10,hybrid_ruonia_capped_crypto,4.4800627156606
2025-08-10,hybrid_unconstrained_base,3.5968361177358434
2025-08-10,hybrid_unconstrained_crypto,5.60380102321906
2025-08-10,mv_sample_base,1.0088975105998386
2025-08-10,mv_sample_crypto,1.0088949219854635
2025-08-10,mv_shrink_base,1.6448615238994226
2025-08-10,mv_shrink_crypto,1.9505489087983794
2025-08-10,rp_sample_base,3.5968361177358434
2025-08-10,rp_sample_crypto,5.60380102321906
2025-08-10,rp_shrink_base,3.9997286193430908
2025-08-10,rp_shrink_crypto,5.999910322855649
2025-11-09,aw_base,2.3386306216517947
2025-11-09,aw_crypto,4.478583660893085
2025-11-09,ew_base,2.509587035140538
2025-11-09,ew_crypto,2.479048018770558
2025-11-09,hybrid_base,2.808763684662725
2025-11-09,hybrid_crypto,4.865045743375116
2025-11-09,hybrid_loose_base,2.968424606920337
2025-11-09,hybrid_loose_crypto,4.978103529003333
2025-11-09,hybrid_ruonia_capped_base,2.8087636846627255
2025-11-09,hybrid_ruonia_capped_crypto,4.865045743375116
2025-11-09,hybrid_unconstrained_base,3.510945222105984
2025-11-09,hybrid_unconstrained_crypto,4.999976416419188
2025-11-09,mv_sample_base,1.0164596136686732
2025-11-09,mv_sample_crypto,1.016445504715058
2025-11-09,mv_shrink_base,1.4524092969487783
2025-11-09,mv_shrink_crypto,2.0460768563531873
2025-11-09,rp_sample_base,3.510945222105984
2025-11-09,rp_sample_crypto,4.999976416419188
2025-11-09,rp_shrink_base,3.9990858421600755
2025-11-09,rp_shrink_crypto,5.999892475265568
2026-02-22,aw_base,2.3421812632161334
2026-02-22,aw_crypto,4.511306251164159
2026-02-22,ew_base,2.5068914106093043
2026-02-22,ew_crypto,2.4717935341086346
2026-02-22,hybrid_base,2.4701364856902317
2026-02-22,hybrid_crypto,4.873148330324674
2026-02-22,hybrid_loose_base,2.751823742662093
2026-02-22,hybrid_loose_crypto,4.979357362651905
2026-02-22,hybrid_ruonia_capped_base,2.4645630988592777
2026-02-22,hybrid_ruonia_capped_crypto,4.873148330324673
2026-02-22,hybrid_unconstrained_base,3.5103062857745013
2026-02-22,hybrid_unconstrained_crypto,4.999973767994989
2026-02-22,mv_sample_base,1.0134371102484239
2026-02-22,mv_sample_crypto,1.0136106726013179
2026-02-22,mv_shrink_base,1.471179146455799
2026-02-22,mv_shrink_crypto,1.9063709107544855
2026-02-22,rp_sample_base,3.5103062857745013
2026-02-22,rp_sample_crypto,4.999973767994989
2026-02-22,rp_shrink_base,3.999116595764312
2026-02-22,rp_shrink_crypto,5.999820485211568
